Número de catálogo,Autor,Título,Fecha,Técnica,Soporte,Dimensión,Serie,Procedencia,UrlImagen
P002087,"Schoeff, Johan Pietersz.",Paisaje fluvial,1645 - 1648,Óleo,Tabla,Alto:49cm.;Ancho:70cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, callejón del retrete, 1746, nº 309; La Granja, cuarto del Rey-piezas que ocupa la señora infanta, 1766, nº 209 [dupl.]; Palacio de Aranjuez, Madrid, gabinete contiguo a los retretes, 1794, nº 309).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/48/48b3/48b321dc-dda5-47d8-a617-904b89de783b/a83ca18d-f632-4145-8005-e4ba55d7186d_832.jpg
P000203,Guercino,Magdalena penitente,1645 - 1649,Óleo,Lienzo,"Alto:119,8cm.;Ancho:101,2cm.",None,"Colección Real (Colección Isabel de Farnesio, Palacio Real de La Granja de San Ildefonso, Segovia, pieza donde se dice misa, 1746, nº 618; La Granja, piezas del despacho, 1766, nº 618; Palacio Real de Aranjuez, Madrid, 1794, nº 618; Aranjuez, tocador de la reina, 1818, nº 618).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0f/0f9f/0f9f706e-b952-41e2-966f-4f1952a5d256/6a4798fc-a642-4ce4-ab46-8671efb8ee16_832.jpg
P001550,"Jordaens, Jacques",Tres músicos ambulantes,1645 - 1650,Óleo,Tabla,Alto:49cm.;Ancho:64cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/8c/8ce6/8ce628c3-fc33-43b6-ba2e-fb1314aadce5/cef7a13a-b57e-4eb7-a666-b0057f929437_832.jpg
P002589,"Ceresa, Carlo",Retrato de caballero,1645 - 1650,Óleo,Lienzo,Alto:62cm.;Ancho:51cm.,None,"Legado Virginia Woodbury Lowery, duquesa de Arcos, 1935",https://content3.cdnprado.net/imagenes/Documentos/imgsem/53/53bc/53bc01dc-911d-490d-985a-7b2415e80818/1968be78-7080-4089-bf05-1f78e9945a49_832.jpg
P000627,"Cano, Alonso",La Virgen con el Niño,1645 - 1652,Óleo,Lienzo,Alto:162cm.;Ancho:107cm.,None,"Colección Real (colección príncipe de Asturias, Casita del Príncipe, El Escorial-Madrid, 1779, nº 59; Casita del Príncipe, El Escorial, Madrid, h. 1787, nº 59; Palacio Real, Madrid, antecámara de la princesa y reina de Etruria, 1814-1818, nº 59).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/97/9737/973779bf-a160-4cdf-9d2d-5b3ada8db2fb/486b5534-cf22-473d-9fb6-f9289ca5b1e2_832.jpg
P000630,"Cano, Alonso",La Virgen con el Niño o Virgen del Lucero,1645 - 1652,Óleo,Lienzo,"Alto:166cm.;Ancho:109,6cm.",None,"Monasterio de la Piedad Bernarda, vulgo monjas de Vallecas, de bernardas cistercienses, Madrid; Museo de la Trinidad",https://content3.cdnprado.net/imagenes/Documentos/imgsem/cb/cbcf/cbcf19e2-fdd7-4098-bad2-e8598cabe0e0/0bafa090-90b7-4509-8ae2-e0c805ea1375_832.jpg
P003134,"Cano, Alonso",San Bernardo y la Virgen,1645 - 1652; 1657 - 1660,Óleo,Lienzo,Alto:267cm.;Ancho:185cm.,None,"Galería del infante D. Sebastián Gabriel de Borbón, hasta 1835; Museo de la Trinidad, 1835-1861; Infante Sebastián Gabriel, 1861; Alfonso de Borbón y Borbón, 1887-1934; Luis Alfonso de Borbón y Bernaldo de Quirós, II Duque de Ansola, 1934-1942; Manfredo Luis Borbón y Bernaldo de Quirós, I Duque de Hernani, 1942-1964; adquirido a Manuel González para el Museo del Prado, 1968",https://content3.cdnprado.net/imagenes/Documentos/imgsem/25/25b8/25b83887-3b11-4a99-a9b1-3b3050733d6a/acc14bff-489b-4b6f-9d02-52419cc2d041_832.jpg
P000424,"Martínez del Mazo, Juan Bautista(Copia deTiziano, Vecellio di Gregorio)",Diana y Calisto,Hacia  1650,Óleo,Lienzo,Alto:98cm.;Ancho:107cm.,None,"Colección Real (¿Palacio del Buen Retiro, Madrid, pinturas recogidas de las Casas Arzobispales, 1747, nº 274?; ¿Buen Retiro, pieza de besamanos, 1772, nº 274?; Buen Retiro, 1794, nº 200; Real Academia de Bellas Artes de San Fernando, 1796 a 1827, nº 65).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/98/98a1/98a1678d-86eb-4791-b75c-191e0a64443c/29c2843d-b316-44e2-97ac-af7316b09235_832.jpg
P000960,"Murillo, Bartolomé Esteban",Sagrada Familia del pajarito,Hacia  1650,Óleo,Lienzo,Alto:144cm.;Ancho:188cm.,None,"Colección Miguel Espinosa, Sevilla; coleción del cardenal Gaspar de Molina y Oviedo; Colección Real (adquisición de Isabel de Farnesio, 1744; colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, dormitorio de sus majestades, 1746, nº 667; Palacio de Buenavista, Madrid, 1766, nº 667; Palacio Real Nuevo, Madrid, cuarto del infante don Javier, 1772, nº 667; Palacio Real Nuevo, Madrid, pieza de vestir [2ª], 1794, nº 667).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/80/8008/8008380e-fef5-48b4-8caf-d78b810fb62c/6a5298c3-0c2e-4e96-a526-758015ae0885_832.jpg
P000961,"Murillo, Bartolomé Esteban",Adoración de los pastores,Hacia  1650,Óleo,Lienzo,Alto:187cm.;Ancho:228cm.,None,"Colección Real (colección Florencio Kelly, Madrid; adquisición de Carlos III, 1764; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, nº 34; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, nº 34; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1819, nº 34).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/61/612b/612bacfa-afd6-4325-b17d-df6febb13b7c/779fbb12-99a4-43f7-a31a-82db8ce22903_832.jpg
P000969,"Murillo, Bartolomé Esteban",La Anunciación,Hacia  1650,Óleo,Lienzo,Alto:183cm.;Ancho:225cm.,None,"Colección Real (colección Florencio Kelly, Madrid, 1764; adquisición de Carlos III, 1764; Palacio Real Nuevo, Madrid, pieza de conversación de la serenísima infanta, 1772, nº 34; Palacio Real Nuevo, Madrid, pieza de vestir, 1794, nº 34; Palacio Real, Madrid, [1ª] pieza de vestir, 1814-1818, nº 34; Real Academia de BBAA de San Fernando, Madrid, 1816-1819).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c8/c893/c893c6f8-76f2-4e7b-a159-fbea26042baf/a253622c-c66b-4f6c-ac8a-45047df0ab8f_832.jpg
P000987,"Murillo, Bartolomé Esteban",San Jerónimo,Hacia  1650,Óleo,Lienzo,Alto:187cm.;Ancho:133cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/1c/1c3e/1c3ea334-8363-48a7-beb3-10ec018f58a0/2772d1a3-0799-4b4c-82b4-d1c4908d53dd_832.jpg
P001405,"Stalbent, Adriaen van",Las Ciencias y las Artes,Hacia  1650,Óleo,Tabla,"Alto:89,9cm.;Ancho:117cm.;Fondo:0,9cm.",None,"Colección Real (colección Isabel de Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde está la cama de repuesto, 1746, nº 25; La Granja, pieza de la tribuna, 1766, nº 25; Palacio de Aranjuez, Madrid, pieza de música, 1794, nº 25; Aranjuez, Consejo de Estado, 1818, nº 25).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3e/3e32/3e32896b-42fb-4838-a677-9ecabcb23169/8e941e9f-d69c-4d98-947c-28a213a4df40_832.jpg
P001529,"Luycks, Christiaan",Bodegón con un perro y un gato,Hacia  1650,Óleo,Tabla,Alto:77cm.;Ancho:112cm.,None,"Colección Real (Palacio Real de Aranjuez, Madrid).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/04/0496/0496b2dd-459b-4293-9fee-2909fa6297fd/496c6e09-15bc-48b5-8015-848aeabab499_832.jpg
P001744,"Snayers, Peter",Socorro de Saint-Omer,Hacia  1650,Óleo,Lienzo,Alto:184cm.;Ancho:263cm.,None,"Colección Real (adquirida por Isabel Farnesio, 1746-1759; Madrid, 1759; Palacio de Buenavista, 1766, nº 36-41; Palacio de Aranjuez, Madrid, cuarto del príncipe-pieza de juego, 1794, s. n.). Ingresó en el Museo en 1848.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5e/5e45/5e457862-5335-46ed-86f2-9c00155afd6b/20cdcec5-280e-4cc9-a88b-47037e9c1ca4_832.jpg
P001785,"Teniers, David",Fiesta aldeana,Hacia  1650,Óleo,Lámina de cobre,Alto:69cm.;Ancho:86cm.,None,"Colección Real (adquisición de Carlos IV; Palacio Real, Madrid, pieza verde de chimenea, 1814-1818, nº 25).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/21/2140/21401db2-b7d1-4f35-abb4-c11e20394076/048a3414-6851-483e-8b5e-d67354972976_832.jpg
P001799,"Teniers, David",El viejo y la criada,Hacia  1650,Óleo,Lienzo,Alto:55cm.;Ancho:90cm.,None,"Colección Real (colección marqués de la Ensenada, Madrid; Palacio Real Nuevo, Madrid, retrete del rey, 1772, nº 194).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/db/dbb1/dbb1b950-eb13-4c86-894b-a63906375acc/8082237c-e5a8-469e-893e-b5ce783b871f_832.jpg
P002146,"Wouwerman, Philips",Caballos asustados por un perro,Hacia  1650,Óleo,Tabla,Alto:33cm.;Ancho:32cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, pieza donde está la cama de repuesto, 1746, nº 7; La Granja, cuarta pieza de azulejos, 1766, nº 7; Palacio de Aranjuez, Madrid, pieza en que el rey duerme la siesta, 1794, s. n.; Aranjuez, despacho y dormitorio del rey, 1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/42/4278/42780e1b-70a8-4c2a-916c-dafc04634e13/1b6e6e3c-af6b-4b55-ad7c-763f35ae5fa3_832.jpg
P002293,"Breenbergh, Bartholomeus",El obispo Rovenius bendiciendo a una familia (¿de Jacob van Wassenaer?),Hacia  1650,Óleo,Lienzo,Alto:96cm.;Ancho:112cm.,None,"Colección Real (Palacio de Aranjuez, Madrid, pieza de vestir la reina, 1818, nº 246).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5c/5c03/5c03a1e4-2e67-46a0-a105-9ca1ee5cf95b/cf026492-d6d9-4be5-94b0-923168345490_832.jpg
P002594,"Zurbarán, Francisco de","Cristo crucificado, con un pintor",Hacia  1650,Óleo,Lienzo,Alto:105cm.;Ancho:84cm.,None,"Galería del infante D. Sebastián Gabriel de Borbón, 1876; Alfonso de Borbón, hijo del anterior; pasó a su sobrina, casada con Cristóbal Colón, duque de Veragua, Madrid, 1936; adquirido para el Museo del Prado con fondos del legado conde de Cartagena, 1936",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c6/c6d2/c6d2806e-af1a-49a5-a651-5ad2983b1d7d/1850e215-e9ed-4e62-be7f-fd7854759305_832.jpg
P002803,"Zurbarán, Francisco de",Bodegón con cacharros,Hacia  1650,Óleo,Lienzo,Alto:46cm.;Ancho:84cm.,None,"Donación Francisco de Asís Cambó Batlle, 1940.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bd/bdd7/bdd71dfb-cde5-440e-87a2-48d8c64060dd/0cef89d4-43a5-4137-b138-ba122ab6bdcd_832.jpg
P003396,"Rizi, Fray Juan Andrés",San Gregorio Magno,1645 - 1655,Óleo,Lienzo,Alto:167cm.;Ancho:148cm.,None,"Burgos, Monasterio de San Juan Bautista, de monjes benedictinos; Museo de la Trinidad; Museo Iconográfico, 1879.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f0/f0b0/f0b0d534-63a4-480b-8ea8-0b123f50474b/97f5016d-4f58-4bf3-9812-ede0a79feeb2_832.jpg
P006942,"Hiepes, Tomás",Bodegón de frutas,Hacia  1650,Óleo,Lienzo,Alto:32cm.;Ancho:40cm.,None,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a5/a53e/a53e06e8-db6d-4397-9457-4a527801c717/c3dd8634-df85-4742-80a5-7513166c2832_832.jpg
P006941,"Hiepes, Tomás",Bodegón de frutas,Hacia  1650,Óleo,Lienzo,Alto:32cm.;Ancho:40cm.,None,"Donación María Dionisia Vives y Zires, duquesa de Pastrana, 1889.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c3/c318/c3181a37-7412-4484-ae59-28ef7d2b9130/ab4f8304-76fd-4ac4-aac6-c404acd3a110_832.jpg
P007754,"Mehus, Livio",El Genio de la Pintura,Hacia  1650,Óleo,Lienzo,Alto:70cm.;Ancho:80cm.,None,"Adquisición a Jesús Iribas de Miguel, 2000.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1c/1ca8/1ca8ce42-02fe-4c02-aeb3-68739dac7bac/f0f203c9-db51-42cc-8158-9219c2709240_832.jpg
P008014,"Espinosa, Jerónimo Jacinto",Vendedores de frutas,Hacia  1650,Óleo,Lienzo,"Alto:79,5cm.;Ancho:123cm.",None,"Artur Ramón, Barcelona. Adquirido por el Museo del Prado, 2008.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/00/00a7/00a7f3e7-d62b-41d2-a1f4-64a539fce4de/ed903fd4-1aea-4b09-92ab-52106376ce80_832.jpg
P008064,"Ríes, Ignacio de",El rey David,Hacia  1650,Óleo,Lienzo,Alto:185cm.;Ancho:104cm.,None,"Colección Marina Carasso; adquisición del Estado a través de dación para el Museo del Prado, 2011.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/16/1630/163068e6-ff29-41c3-bbe7-fa0ce5e2b695/6bb15c7a-912d-4422-acb0-efcd2d45b4b6_832.jpg
P008049,Anónimo,Retrato femenino,Hacia  1650,Óleo,Lámina de cobre,"Alto con marco:75,8mm.;Ancho con marco:58,7mm.;Fondo con marco:8,5mm.;Alto (de luz):60,2mm.;Ancho (de luz):50,6mm.",None,Colección Arturo Perera y Prats; herederos de Arturo Perera y Prats; adquisición 1980.,https://content3.cdnprado.net/imagenes/Documentos/imgsem/8a/8a43/8a43c57a-5c8b-4e22-8d59-84c788afa4d9/f5c517ea-fcf7-4384-bc9f-7a7499dc86b8_832.jpg
P000088,"Castiglione, Giovanni Benedetto",Diógenes buscando a un hombre,1645 - 1655,Óleo,Lienzo,Alto:97cm.;Ancho:145cm.,None,"Colección Real (colección Jacques Meijers, Rotterdam; venta Meijers, 1722, nº 17; adquirida por Felipe V; col. Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V., La Granja, pieza de cubiertos, 1746, nº 92; Palacio de Aranjuez, Madrid, 1794, nº 92; Aranjuez, Consejo de Estado, 1818, nº 92).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a0/a02b/a02bf266-fc23-46d6-af71-bd87a8bed8b1/9bf0425d-a345-4dae-a04a-79c9ac47103e_832.jpg
P008027,"Martínez, Sebastián",San José con el Niño,Hacia  1650,Óleo,Lienzo,Alto:142cm.;Ancho:96cm.,None,"Adquisición, 2009.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4b/4b2e/4b2e19ce-6677-40eb-be99-41759e9ff8eb/e300423b-1c9d-461f-a4ba-309ccd08ce7a_832.jpg
P002298,"Nocret, Jean","Felipe de Francia, I duque de Orléans",Hacia  1650,Óleo,Lienzo,Alto:105cm.;Ancho:86cm.,Serie de retratos enviados por Ana de Austria a Felipe IV,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/dd/ddae/ddae3599-d83f-4228-a43d-1e47f831c847/14557bef-9343-4c48-953d-14ae9dc2f207_832.jpg
P007658,"Espinosa, Jerónimo Jacinto",Martirio de San Pedro Mártir,Hacia  1650,Óleo,Lienzo,"Alto:199,5cm.;Ancho:104cm.","Retablo de San Pedro Mártir, iglesia de San Nicolás, Valencia","Adquisición Fondos Legado Villaescusa, 1993.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/49/4970/4970e9a9-7cc4-4062-85a4-a45b35054692/ec78d9d3-6cfe-4f5b-b896-b4885baeada8_832.jpg
P005505,Anónimo,El Juicio Final,Hacia  1650,Óleo,Lámina de cobre,Alto:72cm.;Ancho:52cm.,None,"Legado Acisclo Fernández Vallín y Bustillo, 1896",https://content3.cdnprado.net/imagenes/Documentos/imgsem/43/439a/439a13b4-a986-42a9-b360-6cbbcfc34341/6f85c041-554b-42d7-b2db-ad8acea7b512_832.jpg
P002642,"Herrera el Viejo, Francisco de",San Jerónimo penitente,Hacia  1650,Óleo,Lienzo,Alto:162cm.;Ancho:115cm.,None,"Convento de Atocha, Madrid; Museo de la Trinidad, 1872",https://content3.cdnprado.net/imagenes/Documentos/imgsem/83/83eb/83ebab98-2b7b-4b10-bcd4-d379efe0b0a3/168b9d3d-bd39-4fdb-812f-3ab47ede71a3_832.jpg
P001598,"Francken III, Frans;Neefs, Lodewijk",Interior de una iglesia,1646,Óleo,Tabla,Alto:28cm.;Ancho:25cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, salón donde comían sus Majestades, 1746, nº 280; La Granja, cuarta pieza de azulejos, 1766, nº 280; Palacio de Aranjuez, Madrid, pieza de gentileshombres, 1794, nº 280; Aranjuez, pieza de gentileshombres, 1818, nº 280).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/04/0477/047702a3-9fb8-41c2-8178-5d82109da16f/59002a00-653c-4786-8751-cf2d944feac5_832.jpg
P001746,"Snayers, Peter",Socorro de la plaza de Lérida,1646,Óleo,Lienzo,Alto:195cm.;Ancho:288cm.,None,"Colección I Marqués de Leganés, 1652-55; regalado por el marqués a Felipe IV; Colección Real (Palacio de Aranjuez, Madrid, 1794). Ingresó en el Museo en 1848.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/65/65e3/65e38043-17b6-4667-b426-5d3a28759db0/5373bd54-f808-4733-b6ac-0caec0f8b457_832.jpg
P001904,"Ykens, Frans",Despensa,1646,Óleo,Lienzo,Alto:108cm.;Ancho:175cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/2b/2b17/2b17fca5-ca54-4eb9-9085-1419d93d9d7a/109a16a3-b63a-4dba-8d98-b401d6be650d_832.jpg
P002757,"Ykens, Frans",Mesa,1646,Óleo,Tabla,Alto:74cm.;Ancho:105cm.,None,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",https://content3.cdnprado.net/imagenes/Documentos/imgsem/c4/c46b/c46bbd8f-f613-4c3b-a584-287614b89a21/fc0d2796-4ff9-41f0-b678-88921e37014b_832.jpg
P005097,"Carreño de Miranda, Juan",San Antonio predicando a los peces,1646,Óleo,Lienzo,Alto:249cm.;Ancho:165cm.,None,"Madrid, Monasterio de San José de Jesús María, vulgo del Caballero de Gracia, de monjas franciscanas descalzas concepcionistas recoletas, iglesia; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/da/dac1/dac13724-1867-4070-837f-f092733afc21/1b200451-f691-45dc-9d2e-a9f75eca36ef_832.jpg
P007924,"Espinosa, Juan de",Bodegón ochavado con racimos de uvas,1646,Óleo,Lienzo,Alto:67cm.;Ancho:68cm.,None,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/01/01ae/01ae49ee-6b0b-4fc6-bd2b-774e8defba3e/9d268c03-deb5-451d-9b49-8d51630995b7_832.jpg
P001597,"Neefs, Lodewijk;Francken III, Frans",Interior de iglesia: el viático,1646,Óleo,Tabla,Alto:28cm.;Ancho:24cm.,None,"Colección Real (colección Isabel Farnesio, Palacio de La Granja de San Ildefonso, Segovia, retrete primero en el cuarto antiguo inmediato al salón grande, 1746, nº 279; La Granja, Casa de Alhajas-otra pieza-pinturas con marco, 1766, nº 279; Palacio de Aranjuez, Madrid, pieza de gentileshombres, 1794, nº 279; Aranjuez, pieza de gentileshombres, 1818, nº 279).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/43/43c4/43c41096-473c-49e8-bd07-191daaac0d94/a351c8cc-e98f-4b22-9239-cce6598c47b5_832.jpg
P007051,"Rizi, Francisco",San Andrés,1646,Óleo,Lienzo,Alto:247cm.;Ancho:140cm.,None,"Iglesia del Salvador, Madrid; colección de Antonio Lora, Loja, siglo XIX; adquirido por el Estado para el Museo del Prado, 1985.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7d/7d9b/7d9bc38b-b5ed-4d5d-b150-45ffeece855e/43208d1c-ab20-4053-8b93-5d65d91b908a_832.jpg
P000598,"Arias Fernández, Antonio",La moneda del César,1646,Óleo,Lienzo,Alto:191cm.;Ancho:230cm.,None,"Colección Real (¿Palacio Real, Madrid, pieza de paso a la pieza de vestir, 1814-1818, s.n.?).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3e/3eef/3eef7e33-281e-446d-939c-6b55980438d2/28e12db9-6049-4b7f-b5cc-bd84559afebd_832.jpg
P000629,"Cano, Alonso",Cristo muerto sostenido por un ángel,1646 - 1652,Óleo,Lienzo,"Alto:178,3cm.;Ancho:119,8cm.",None,"Colección Real (colección marqués de la Ensenada, Madrid; adquirido por Carlos III, 1769; Palacio Real Nuevo, Madrid, paso al dormitorio del rey, 1772, s.n.; Palacio Real Nuevo, Madrid, segundo gabinete, 1794, s.n.; Palacio Real, Madrid, pieza grande inmediata al dormitorio, 1814-1818. s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/53/5339/5339e422-9b8a-47fd-804c-32ddfd2fcde4/6fdd8319-ccf0-4f79-af57-6307f1d734b2_832.jpg
P002637,"Cano, Alonso",Cristo muerto sostenido por un ángel,1646 - 1652,Óleo,Lienzo,Alto:137cm.;Ancho:100cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a2/a22e/a22ebcbc-c85c-4235-bd47-b9d43f1d1421/f3217352-9772-46af-9b5a-159c4f2fe200_832.jpg
P003467,"Cano, Alonso",Estigmatización de San Francisco,Hacia  1651,Óleo,Lienzo,Alto:290cm.;Ancho:165cm.,"Capilla de San Diego, convento de Santa María de Jesús, Alcalá de Henares (Madrid).","Alcalá de Henares (Madrid), Convento de Santa María de Jesús, vulgo de San Diego de Alcalá, de franciscanos; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/d2/d25c/d25c8672-c7c1-4cfd-a682-73fcec8b5086/90a06f97-91f2-4fd9-b3f8-0f5c1ce71be1_832.jpg
P000889,"Martínez del Mazo, Juan Bautista",Vista de Zaragoza,1647,Óleo,Lienzo,Alto:181cm.;Ancho:331cm.,None,"Colección Real (Real Alcázar, Madrid, tránsitos angostos sobre la Casa del Tesoro, 1700, nº 853; Palacio Real Nuevo, Madrid, paso del cuarto del señor infante don Luis, 1772, nº 426; Palacio Real Nuevo, Madrid, pieza de trucos, 1794, s.n.; Palacio Real, Madrid, pieza de trucos, 1814-1818, s.n.).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/42/42f7/42f710b7-b3e1-4a51-90f0-e02b7acccf7c/c50ed151-5d19-4e55-a4a8-c3304915532f_832.jpg
P001786,"Teniers, David",Fiesta campestre,1647,Óleo,Lienzo,Alto:75cm.;Ancho:112cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/1e/1e44/1e449bab-e877-4895-9561-f15e02623a42/755150fd-bba3-4cf5-aa3b-6dec7acba18a_832.jpg
P001820,"Teniers, David",Tentaciones de San Antonio Abad,1647,Óleo,Tabla,Alto:51cm.;Ancho:71cm.,None,"Colección Real (colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, pieza del tocador, 1746, nº 273; Palacio de Aranjuez, Madrid, gabinete contiguo a los retretes, 1794, nº 273; Aranjuez, pieza de vestir la reina, 1818, nº 273).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3f/3f43/3f43ea58-7747-4915-8c47-354148846f04/7acec3a6-9195-4144-91f8-65ef4d545e51_832.jpg
P003191,"Ribera, José de",La Inmaculada Concepción,1647,Óleo,Lienzo,Alto:258cm.;Ancho:177cm.,None,"Convento de San Pascual, Madrid; Museo de la Trinidad",https://content3.cdnprado.net/imagenes/Documentos/imgsem/af/af28/af28188c-9e79-4b0e-995c-ed403cd0bb85/19318a43-e67e-4742-8eec-cc6d8a8b3abf_832.jpg
P005162,"Camilo, Francisco",Cristo yacente,1647,Óleo,Lienzo,Alto:105cm.;Ancho:206cm.,None,Museo de la Trinidad,https://content3.cdnprado.net/imagenes/Documentos/imgsem/63/63b9/63b967ba-bb79-43f4-9a53-01c33a6797d6/15ee959b-c016-4f3f-accf-815d4c0a9a10_832.jpg
P002587,"Verelst, Pieter Hermansz.-Pintor-(Atribuido a)",Joven con sombrero de plumas,1647 - 1648,Óleo,Tabla,Alto:18cm.;Ancho:15cm.,None,"Legado Virginia Woodbury Lowery, duquesa de Arcos, 1935.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/0f/0f49/0f492608-964a-42d9-a35d-92c4697245d8/6ef5513f-3e03-4bf7-9e3f-90964b87bdcb_832.jpg
P001813,"Teniers, David",El archiduque Leopoldo Guillermo en su galería de pinturas en Bruselas,1647 - 1651,Óleo,Lámina de cobre,"Alto:104,8cm.;Ancho:130,4cm.",None,"Colección Real (Real Alcázar, Madrid, pasillo junto al cubillo de la pieza de la Audiencia, 1700, nº 141; Real Alcázar, Madrid, Armería, 1734, nº 143; Palacio Real Nuevo, Madrid, pieza de comer la serenísima infanta, 1772, nº 143; Palacio Real Nuevo, Madrid, gabiente primero, 1794, s.n.; ¿Palacio Real, Madrid, primer gabinete entrando por la pieza de vestir, 1814-1818, s.n.?).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/46/461e/461e64f1-71a3-46fb-961b-3958286a12c5/c23ff3f2-d492-47d3-a060-742cdf98a2f9_832.jpg
P003775,"Rizi, Francisco",Profanación de un crucifijo (Familia de herejes azotando un crucifijo),1647 - 1651,Óleo,Lienzo,Alto:209cm.;Ancho:230cm.,"Capilla del Cristo de la Paciencia. Convento de los Capuchinos, Madrid.","Madrid, Real Convento de la Paciencia de Cristo, de franciscanos menores capuchinos, capilla del Cristo de la Paciencia; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/3f/3ff7/3ff79ba7-509a-4948-b2b8-f483c02ae7d2/4bb5d5cd-2a05-4948-96de-d533be6f459e_832.jpg
P007922,"Arias, Ignacio",Bodegón con recipientes de cocina y espárragos,Hacia  1652,Óleo,Lienzo,Alto:115cm.;Ancho:147cm.,None,"Colección Rosendo Naseiro, Madrid; adquirido para el Museo del Prado en aceptación de pago de deuda tributaria, dación del Banco Bilbao Vizcaya Argentaria, 2006.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8a/8ae9/8ae9f66f-64ae-48fd-9964-556548f46642/26cbc0df-8225-4947-a35e-a0f64a35926e_832.jpg
P002154,"Wouwerman, Philips",Refriega entre tropas enemigas,1648 - 1649,Óleo,Lienzo,"Alto:69,7cm.;Ancho:71,5cm.",None,"Colección Real (colección Felipe V, Palacio de La Granja de San Ildefonso, Segovia, 1727; col. Felipe V, La Granja, pieza donde se dice misa, 1746, nº 134; Palacio de Aranjuez, Madrid, pieza en que el rey duerme la siesta, 1794, nº 134; Palacio Real, Madrid, secretaría de Hacienda, 1814-1818, nº 134).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9b/9b4b/9b4b0e97-7ca8-48b4-92ca-49c2320c1c4b/5cbd60e0-3fc4-405c-b915-5d1764d5dc0a_832.jpg
